point;polygon
(-123.13131502099768, 49.278056215925616);((-123.1316553018936, 49.278023946212464), (-123.13136062931532, 49.277833079934126), (-123.13097469570788, 49.278088504533315), (-123.13126950571356, 49.27827933565053), (-123.1316553018936, 49.278023946212464))
(-123.13114764230289, 49.27736397555993);((-123.13170257045326, 49.27721874230647), (-123.1313239773792, 49.27697414433689), (-123.1308086704283, 49.277315178644805), (-123.13072491277389, 49.2778657607818), (-123.13170257045326, 49.27721874230647))
(-123.12494132258297, 49.27577554498922);((-123.12545130332012, 49.275671968768094), (-123.12509380713153, 49.275440640303614), (-123.12443144911097, 49.275878890421005), (-123.12478879503335, 49.27611057189174), (-123.12545130332012, 49.275671968768094))
(-123.1252108170835, 49.27614294595592);((-123.12542648492001, 49.27623454574597), (-123.12506912136983, 49.27600286627036), (-123.12499528016787, 49.27605170008807), (-123.1253530554852, 49.27628310948778), (-123.12542648492001, 49.27623454574597))
(-123.1252108170835, 49.27614294595592);((-123.12542648492001, 49.27623454574597), (-123.12506912136983, 49.27600286627036), (-123.12499528016787, 49.27605170008807), (-123.1253530554852, 49.27628310948778), (-123.12542648492001, 49.27623454574597))
(-123.1252108170835, 49.27614294595592);((-123.12542648492001, 49.27623454574597), (-123.12506912136983, 49.27600286627036), (-123.12499528016787, 49.27605170008807), (-123.1253530554852, 49.27628310948778), (-123.12542648492001, 49.27623454574597))
(-123.12554710090978, 49.276529017892365);((-123.12551346804821, 49.27643450425235), (-123.12543043088327, 49.276489465060045), (-123.12540229389506, 49.27650793573267), (-123.12558103927927, 49.27662359960974), (-123.12569116890744, 49.27655030402295), (-123.12569166299625, 49.27654997066359), (-123.12551346804821, 49.27643450425235))
(-123.12573036202906, 49.277070506046094);((-123.12583530057157, 49.277234806745966), (-123.12598271041743, 49.27713740816262), (-123.12562535260207, 49.276906171198995), (-123.1254780804512, 49.27700365913269), (-123.12583530057157, 49.277234806745966))
(-123.1266680104921, 49.27722958008942);((-123.1269201811483, 49.27729659549054), (-123.12656281778133, 49.27706535244197), (-123.1264158487811, 49.277162571380956), (-123.12677318464519, 49.27739380591515), (-123.1269201811483, 49.27729659549054))
(-123.12648554270335, 49.27789560267301);((-123.1263326761266, 49.278230381796085), (-123.12699555726435, 49.277792057422374), (-123.12663821745828, 49.27756081459992), (-123.12597558399459, 49.27799924461343), (-123.1263326761266, 49.278230381796085))
(-123.12648554270335, 49.27789560267301);((-123.1263326761266, 49.278230381796085), (-123.12699555726435, 49.277792057422374), (-123.12663821745828, 49.27756081459992), (-123.12597558399459, 49.27799924461343), (-123.1263326761266, 49.278230381796085))
(-123.12696559832357, 49.2783027028566);((-123.12673915554842, 49.2786862623393), (-123.12754917351755, 49.2781503555019), (-123.1271918010608, 49.27791912343559), (-123.12638205843078, 49.2784552073918), (-123.12673915554842, 49.2786862623393))
(-123.12696559832357, 49.2783027028566);((-123.12673915554842, 49.2786862623393), (-123.12754917351755, 49.2781503555019), (-123.1271918010608, 49.27791912343559), (-123.12638205843078, 49.2784552073918), (-123.12673915554842, 49.2786862623393))
(-123.1277870530256, 49.27776139093189);((-123.1278290508224, 49.27749968536791), (-123.12738752842687, 49.277791895814005), (-123.12774505206511, 49.27802310912257), (-123.12818658808571, 49.27773087032142), (-123.1278290508224, 49.27749968536791))
(-123.12749330080725, 49.27849937630124);((-123.1273775285816, 49.278809783868), (-123.12796644243632, 49.27842019942797), (-123.12760907982783, 49.27818896865106), (-123.12702015217887, 49.278578560295735), (-123.1273775285816, 49.278809783868))
(-123.1280489155382, 49.27885882652114);((-123.1279333342631, 49.279169211027025), (-123.12852217938149, 49.27877966883096), (-123.12816448163142, 49.27854844915266), (-123.12757566391613, 49.278937980516105), (-123.1279333342631, 49.279169211027025))
(-123.1280489155382, 49.27885882652114);((-123.1279333342631, 49.279169211027025), (-123.12852217938149, 49.27877966883096), (-123.12816448163142, 49.27854844915266), (-123.12757566391613, 49.278937980516105), (-123.1279333342631, 49.279169211027025))
(-123.12928611552073, 49.278586012016234);((-123.1295017497146, 49.27867723540131), (-123.12914406206947, 49.27844609070036), (-123.12907048212648, 49.278494791881926), (-123.12942816978087, 49.27872593680867), (-123.1295017497146, 49.27867723540131))
(-123.13154375013536, 49.27684699832871);((-123.13173194020669, 49.277199279225556), (-123.13208558390195, 49.276965198566515), (-123.13137632233367, 49.27650499484558), (-123.13136437576271, 49.27651040554016), (-123.1313525669097, 49.27651590602881), (-123.13134075829292, 49.27652149646785), (-123.13132894991226, 49.27652717685728), (-123.13131727901064, 49.27653285708927), (-123.1313057455881, 49.276538537163844), (-123.13129421264041, 49.27654439714044), (-123.13128267968999, 49.2765502571159), (-123.13127128445737, 49.27655620688561), (-123.1312600269425, 49.27656224644961), (-123.13124878317309, 49.276568285996895), (-123.13123766337323, 49.27657441535415), (-123.1312266810525, 49.27658054455418), (-123.1312155617244, 49.276586853812496), (-123.13120471711868, 49.27659307280593), (-123.13119387298737, 49.27659947170152), (-123.13118316633519, 49.27660587044), (-123.13117245991877, 49.27661235912909), (-123.13116189098155, 49.27661884766112), (-123.13115132228003, 49.276625426143774), (-123.13114089129621, 49.27663209442103), (-123.13099637873053, 49.27672373039754), (-123.13173194020669, 49.277199279225556))
(-123.11236578674475, 49.286554526203496);((-123.11226984355393, 49.28615735587107), (-123.11209612761871, 49.28627218596136), (-123.11196960955074, 49.28630438540229), (-123.11184973331221, 49.28626984310422), (-123.11151815419375, 49.28676230733773), (-123.11288011632509, 49.287154883412505), (-123.1132146965375, 49.286908898010665), (-123.11315817831151, 49.2868723160435), (-123.1131699885302, 49.28685343261119), (-123.11318261932307, 49.2868506137474), (-123.11318981233009, 49.28683911986984), (-123.11289432028353, 49.28664853142657), (-123.11289173548661, 49.286648704860056), (-123.11283834660533, 49.2866334112457), (-123.11320506766565, 49.2863910015223), (-123.1128297171979, 49.28614801327922), (-123.1128415938502, 49.286140184878406), (-123.1125719118974, 49.28596519499443), (-123.11227934819573, 49.28615857897464), (-123.11227227382052, 49.286155752369424), (-123.11226984355393, 49.28615735587107))
(-123.11455084546827, 49.285365033459094);((-123.114998568991, 49.28542372484595), (-123.11445665294657, 49.28507256063617), (-123.1141031285099, 49.285306343985916), (-123.11464503086081, 49.28565750985292), (-123.114998568991, 49.28542372484595))
(-123.11475297316237, 49.2850911646799);((-123.1148429102625, 49.285245685286604), (-123.11499036605127, 49.285148480731934), (-123.11466274778068, 49.28493661016074), (-123.11451569074406, 49.285033813905734), (-123.1148429102625, 49.285245685286604))
(-123.11441549633143, 49.28473749608962);((-123.11455319119949, 49.28459570280738), (-123.11419991753137, 49.284829225364966), (-123.11427744877766, 49.284879341782045), (-123.11463099786263, 49.284645998619695), (-123.11455319119949, 49.28459570280738))
(-123.11441549633143, 49.28473749608962);((-123.11455319119949, 49.28459570280738), (-123.11419991753137, 49.284829225364966), (-123.11427744877766, 49.284879341782045), (-123.11463099786263, 49.284645998619695), (-123.11455319119949, 49.28459570280738))
(-123.11441549633143, 49.28473749608962);((-123.11455319119949, 49.28459570280738), (-123.11419991753137, 49.284829225364966), (-123.11427744877766, 49.284879341782045), (-123.11463099786263, 49.284645998619695), (-123.11455319119949, 49.28459570280738))
(-123.11495948762543, 49.284993487719625);((-123.11525622596757, 49.285050609243434), (-123.11486923878289, 49.28480002925829), (-123.11466274778068, 49.28493661016074), (-123.11499036605127, 49.285148480731934), (-123.1148429102625, 49.285245685286604), (-123.11490267797087, 49.2852843950647), (-123.11525622596757, 49.285050609243434))
(-123.11546449897303, 49.28386096136645);((-123.11567993841346, 49.283952288913085), (-123.1153225656857, 49.28372102937045), (-123.11524911542512, 49.28376967659514), (-123.1156063504699, 49.284000855544164), (-123.11567993841346, 49.283952288913085))
(-123.11564843483815, 49.28373930928332);((-123.11597430147991, 49.28375759013594), (-123.11561692878576, 49.28352633149585), (-123.1153225656857, 49.28372102937045), (-123.11567993841346, 49.283952288913085), (-123.11597430147991, 49.28375759013594))
(-123.11775140601347, 49.28340057698826);((-123.11740264282221, 49.28413805589212), (-123.11887439180174, 49.28316411880769), (-123.11810111557594, 49.28266299887648), (-123.11662800495965, 49.283636918575944), (-123.11740264282221, 49.28413805589212))
(-123.11775140601347, 49.28340057698826);((-123.11740264282221, 49.28413805589212), (-123.11887439180174, 49.28316411880769), (-123.11810111557594, 49.28266299887648), (-123.11662800495965, 49.283636918575944), (-123.11740264282221, 49.28413805589212))
(-123.11950088594357, 49.28224355654455);((-123.11915167373006, 49.28298078138855), (-123.12062395999585, 49.28200730699185), (-123.11984999669379, 49.281506199380715), (-123.1183777249026, 49.28248011374487), (-123.11915167373006, 49.28298078138855))
(-123.11950088594357, 49.28224355654455);((-123.11915167373006, 49.28298078138855), (-123.12062395999585, 49.28200730699185), (-123.11984999669379, 49.281506199380715), (-123.1183777249026, 49.28248011374487), (-123.11915167373006, 49.28298078138855))
(-123.11771301621158, 49.28182378500203);((-123.11813987191499, 49.28232720528319), (-123.1185814614345, 49.282034814476006), (-123.11822421257988, 49.281803482746646), (-123.11816466682433, 49.28176491835942), (-123.11875357811604, 49.28137522818783), (-123.11839631965017, 49.28114396893638), (-123.11736580448265, 49.28182586528839), (-123.11813987191499, 49.28232720528319))
(-123.11901808141587, 49.28151188603057);((-123.11844499860787, 49.281657318872945), (-123.1188022198944, 49.28188863196359), (-123.11959115209032, 49.28136624172301), (-123.11923416526551, 49.281135191668604), (-123.11844499860787, 49.281657318872945))
(-123.11901808141587, 49.28151188603057);((-123.11844499860787, 49.281657318872945), (-123.1188022198944, 49.28188863196359), (-123.11959115209032, 49.28136624172301), (-123.11923416526551, 49.281135191668604), (-123.11844499860787, 49.281657318872945))
(-123.12062831986367, 49.281226495734586);((-123.12084374221058, 49.281317812813334), (-123.12048650174346, 49.28108649703438), (-123.12041289554878, 49.28113517471418), (-123.12077010852502, 49.28136649074748), (-123.12084374221058, 49.281317812813334))
(-123.12062831986367, 49.281226495734586);((-123.12084374221058, 49.281317812813334), (-123.12048650174346, 49.28108649703438), (-123.12041289554878, 49.28113517471418), (-123.12077010852502, 49.28136649074748), (-123.12084374221058, 49.281317812813334))
(-123.1200693498837, 49.280816552316615);((-123.11996423297337, 49.28065218646047), (-123.11981704835233, 49.28074960405228), (-123.12017446199812, 49.28098092173289), (-123.12032164658002, 49.2808834946946), (-123.11996423297337, 49.28065218646047))
(-123.12062129494836, 49.28045122202384);((-123.12083680179944, 49.280542498560415), (-123.12047937461381, 49.2803112368961), (-123.12040578337947, 49.28035994154817), (-123.12076321059575, 49.28059121243334), (-123.12083680179944, 49.280542498560415))
(-123.12062129494836, 49.28045122202384);((-123.12083680179944, 49.280542498560415), (-123.12047937461381, 49.2803112368961), (-123.12040578337947, 49.28035994154817), (-123.12076321059575, 49.28059121243334), (-123.12083680179944, 49.280542498560415))
(-123.12062129494836, 49.28045122202384);((-123.12083680179944, 49.280542498560415), (-123.12047937461381, 49.2803112368961), (-123.12040578337947, 49.28035994154817), (-123.12076321059575, 49.28059121243334), (-123.12083680179944, 49.280542498560415))
(-123.12098925058666, 49.28020766702466);((-123.12113116516441, 49.280347642597064), (-123.12120475564326, 49.28029892848832), (-123.12084732856745, 49.280067694937806), (-123.12077373805785, 49.28011639982573), (-123.12113116516441, 49.280347642597064))
(-123.12140383507578, 49.279931948165);((-123.12161930548667, 49.28002327636005), (-123.12126180967994, 49.27979202616254), (-123.12118837087607, 49.27984058723498), (-123.12154572919964, 49.28007183780236), (-123.12161930548667, 49.28002327636005))
(-123.12207497513263, 49.2802704700413);((-123.1222900991525, 49.280361848619336), (-123.12193283198691, 49.28013079816196), (-123.1218598601922, 49.280179107300505), (-123.12221711357299, 49.28041014000578), (-123.1222900991525, 49.280361848619336))
(-123.12222249574698, 49.28017285311342);((-123.1224379367265, 49.28026403138945), (-123.12208065580718, 49.280032972404605), (-123.12200705281599, 49.28008167809182), (-123.12236433374412, 49.28031273730228), (-123.1224379367265, 49.28026403138945))
(-123.12244329853306, 49.280026726511714);((-123.12280594950855, 49.280020519107914), (-123.12244864100144, 49.27978940730933), (-123.12208065580718, 49.280032972404605), (-123.1224379367265, 49.28026403138945), (-123.12280594950855, 49.280020519107914))
(-123.1221402964989, 49.27944538637285);((-123.12257699150524, 49.279390973573584), (-123.1222190824456, 49.279159366943425), (-123.12170366136527, 49.27949993783995), (-123.12206130878319, 49.279731357430464), (-123.12257699150524, 49.279390973573584))
(-123.1221402964989, 49.27944538637285);((-123.12257699150524, 49.279390973573584), (-123.1222190824456, 49.279159366943425), (-123.12170366136527, 49.27949993783995), (-123.12206130878319, 49.279731357430464), (-123.12257699150524, 49.279390973573584))
(-123.1221402964989, 49.27944538637285);((-123.12257699150524, 49.279390973573584), (-123.1222190824456, 49.279159366943425), (-123.12170366136527, 49.27949993783995), (-123.12206130878319, 49.279731357430464), (-123.12257699150524, 49.279390973573584))
(-123.12250837033133, 49.27920229771218);((-123.12257699150524, 49.279390973573584), (-123.12279771385666, 49.279245287122784), (-123.12243965336, 49.279013591379076), (-123.1222190824456, 49.279159366943425), (-123.12257699150524, 49.279390973573584))
(-123.12317930440496, 49.27953965485562);((-123.12332117504648, 49.279679592721386), (-123.12339478989341, 49.27963088618053), (-123.12303741255484, 49.27939971329417), (-123.12296382521956, 49.2794484285752), (-123.12332117504648, 49.279679592721386))
(-123.12366525869692, 49.279216167380355);((-123.12388099927834, 49.27930734895658), (-123.12352377331572, 49.27907620438471), (-123.12344965169919, 49.27912530734215), (-123.1238071657236, 49.27935618197708), (-123.12388099927834, 49.27930734895658))
(-123.12292371398557, 49.27892793081426);((-123.12313921094488, 49.27901895572328), (-123.12278157851254, 49.278787989183634), (-123.12270814291479, 49.27883664117971), (-123.123065363338, 49.27906778828713), (-123.12313921094488, 49.27901895572328))
(-123.12366525869692, 49.279216167380355);((-123.12388099927834, 49.27930734895658), (-123.12352377331572, 49.27907620438471), (-123.12344965169919, 49.27912530734215), (-123.1238071657236, 49.27935618197708), (-123.12388099927834, 49.27930734895658))
